Date,Time,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-01-14,14:30:00,2024-01-14 14:30:00,0.19,1013.74,25.84,52.31,16111.67,55.4
2024-01-14,14:40:00,2024-01-14 14:40:00,0.2,1013.71,25.69,53.04,14867.5,47.39
2024-01-14,14:50:00,2024-01-14 14:50:00,0.15,1013.72,25.41,53.68,12196.75,32.35
2024-01-14,15:00:00,2024-01-14 15:00:00,0.15,1013.72,24.86,55.03,10102.58,22.23
2024-01-14,15:10:00,2024-01-14 15:10:00,0.0,1013.74,24.48,56.72,8457.08,15.84
2024-01-14,15:20:00,2024-01-14 15:20:00,0.0,1013.81,24.19,57.73,7323.83,12.12
2024-01-14,15:30:00,2024-01-14 15:30:00,0.09,1013.81,23.83,59.16,7160.5,12.02
2024-01-14,15:40:00,2024-01-14 15:40:00,0.0,1013.83,23.64,59.84,6235.0,9.14
2024-01-14,15:50:00,2024-01-14 15:50:00,0.03,1013.81,23.48,61.22,5312.5,6.66
2024-01-14,16:00:00,2024-01-14 16:00:00,0.31,1007.78,22.91,76.12,3161.58,2.64
2024-01-14,16:10:00,2024-01-14 16:10:00,0.31,1007.89,22.71,76.98,1934.75,1.1
2024-01-14,16:20:00,2024-01-14 16:20:00,0.16,1007.99,22.42,78.31,921.0,0.28
2024-01-14,16:30:00,2024-01-14 16:30:00,1.1,1008.17,22.21,80.92,1112.5,0.39
2024-01-14,16:40:00,2024-01-14 16:40:00,1.3,1008.21,21.96,82.18,1264.0,0.51
2024-01-14,16:50:00,2024-01-14 16:50:00,0.3,1008.23,21.84,82.94,662.42,0.18
2024-01-14,17:00:00,2024-01-14 17:00:00,0.27,1008.37,21.67,83.9,302.25,0.05
2024-01-15,07:00:00,2024-01-15 07:00:00,0.0,1021.91,12.54,100.0,446.92,0.09
2024-01-15,07:10:00,2024-01-15 07:10:00,0.02,1022.01,12.6,100.0,704.08,0.18
2024-01-15,07:20:00,2024-01-15 07:20:00,0.13,1022.18,12.69,100.0,984.33,0.3
2024-01-15,07:30:00,2024-01-15 07:30:00,0.22,1022.22,12.7,100.0,1130.58,0.38
2024-01-15,07:40:00,2024-01-15 07:40:00,0.1,1022.14,12.71,100.0,1766.92,0.83
2024-01-15,07:50:00,2024-01-15 07:50:00,0.01,1022.06,12.91,100.0,3367.17,2.66
2024-01-15,08:00:00,2024-01-15 08:00:00,0.03,1022.19,13.3,100.0,3646.17,3.15
2024-01-15,08:10:00,2024-01-15 08:10:00,0.0,1022.34,13.5,100.0,2763.0,1.91
2024-01-15,08:20:00,2024-01-15 08:20:00,0.0,1022.38,13.52,100.0,3145.83,2.44
2024-01-15,08:30:00,2024-01-15 08:30:00,0.02,1022.45,13.6,100.0,3878.75,3.65
2024-01-15,08:40:00,2024-01-15 08:40:00,0.02,1022.45,13.86,100.0,5930.92,8.12
2024-01-15,08:50:00,2024-01-15 08:50:00,0.23,1022.48,14.32,100.0,7035.08,10.88
2024-01-15,09:00:00,2024-01-15 09:00:00,0.22,1022.53,14.66,100.0,9060.08,17.34
2024-01-15,09:10:00,2024-01-15 09:10:00,0.43,1022.49,14.97,100.0,8951.42,16.83
2024-01-15,09:20:00,2024-01-15 09:20:00,0.66,1022.53,15.18,100.0,9322.42,17.99
2024-01-15,09:30:00,2024-01-15 09:30:00,0.56,1022.51,15.22,100.0,9924.42,20.76
2024-01-15,09:40:00,2024-01-15 09:40:00,0.74,1022.54,15.46,100.0,10808.08,24.4
2024-01-15,09:50:00,2024-01-15 09:50:00,0.46,1022.58,15.47,100.0,6844.33,10.1
2024-01-15,10:00:00,2024-01-15 10:00:00,0.23,1022.65,15.13,100.0,5647.92,6.7
2024-01-15,10:10:00,2024-01-15 10:10:00,0.05,1022.69,15.02,100.0,6191.75,8.11
2024-01-15,10:20:00,2024-01-15 10:20:00,0.02,1022.61,15.24,100.0,8584.58,15.45
2024-01-15,10:30:00,2024-01-15 10:30:00,0.14,1022.57,15.61,100.0,8804.42,15.68
2024-01-15,10:40:00,2024-01-15 10:40:00,0.11,1022.44,15.68,100.0,8492.08,15.07
2024-01-15,10:50:00,2024-01-15 10:50:00,0.12,1022.31,16.09,100.0,11843.92,29.44
2024-01-15,11:00:00,2024-01-15 11:00:00,0.23,1022.21,16.88,97.27,16154.58,54.93
2024-01-15,11:10:00,2024-01-15 11:10:00,0.12,1022.06,17.72,89.53,20445.83,84.56
2024-01-15,11:20:00,2024-01-15 11:20:00,0.35,1021.88,18.74,82.39,25019.58,123.38
2024-01-15,11:30:00,2024-01-15 11:30:00,0.04,1021.66,19.82,77.57,26362.42,138.03
2024-01-15,11:40:00,2024-01-15 11:40:00,0.25,1021.43,20.99,70.99,29486.03,180.47
2024-01-15,11:50:00,2024-01-15 11:50:00,0.22,1021.14,21.71,67.06,28914.66,172.25
2024-01-15,12:00:00,2024-01-15 12:00:00,0.0,1020.89,22.61,64.93,29795.62,187.53
2024-01-15,12:10:00,2024-01-15 12:10:00,0.06,1020.6,23.06,62.39,26556.36,161.26
2024-01-15,12:20:00,2024-01-15 12:20:00,0.02,1020.38,22.77,61.44,18341.92,70.96
2024-01-15,12:30:00,2024-01-15 12:30:00,0.01,1020.22,22.03,62.76,17636.75,66.41
2024-01-15,12:40:00,2024-01-15 12:40:00,0.0,1020.14,21.33,64.66,12845.08,35.53
2024-01-15,12:50:00,2024-01-15 12:50:00,0.0,1019.99,20.59,66.24,11820.92,30.1
2024-01-15,13:00:00,2024-01-15 13:00:00,0.01,1019.86,19.82,68.53,10034.58,21.81
2024-01-15,13:10:00,2024-01-15 13:10:00,0.0,1019.73,19.23,70.74,9363.42,18.87
2024-01-15,13:20:00,2024-01-15 13:20:00,0.0,1019.56,18.82,72.46,9099.0,17.64
2024-01-15,13:30:00,2024-01-15 13:30:00,0.05,1019.37,18.65,73.15,11217.83,26.18
2024-01-15,13:40:00,2024-01-15 13:40:00,0.13,1019.24,18.33,73.93,8134.25,14.32
2024-01-15,13:50:00,2024-01-15 13:50:00,0.09,1019.08,17.79,75.72,7366.0,11.61
2024-01-15,14:00:00,2024-01-15 14:00:00,1.32,1014.91,23.15,73.55,9534.48,19.6
2024-01-15,14:10:00,2024-01-15 14:10:00,1.41,1014.94,23.26,74.04,10074.33,22.09
2024-01-15,14:20:00,2024-01-15 14:20:00,1.32,1014.99,23.28,75.11,10348.08,23.11
2024-01-15,14:30:00,2024-01-15 14:30:00,1.68,1015.05,23.19,75.2,9223.67,18.81
2024-01-15,14:40:00,2024-01-15 14:40:00,1.61,1015.1,22.74,78.06,10340.42,22.93
2024-01-15,14:50:00,2024-01-15 14:50:00,1.38,1015.06,22.83,78.1,12998.0,35.62
2024-01-15,15:00:00,2024-01-15 15:00:00,1.08,1015.17,22.82,77.36,10566.67,24.25
2024-01-15,15:10:00,2024-01-15 15:10:00,1.02,1015.21,22.72,77.53,10466.67,23.86
2024-01-15,15:20:00,2024-01-15 15:20:00,0.88,1015.26,22.68,77.05,9286.75,19.32
2024-01-15,15:30:00,2024-01-15 15:30:00,0.94,1015.45,22.65,77.11,10309.0,23.57
2024-01-15,15:40:00,2024-01-15 15:40:00,1.25,1015.53,22.42,77.53,8844.67,16.94
2024-01-15,15:50:00,2024-01-15 15:50:00,1.16,1015.6,22.29,78.6,8865.58,17.72
2024-01-15,16:00:00,2024-01-15 16:00:00,1.6,1015.72,21.95,79.72,6733.83,9.85
2024-01-15,16:10:00,2024-01-15 16:10:00,1.34,1015.86,21.57,81.39,6326.17,9.05
2024-01-15,16:20:00,2024-01-15 16:20:00,1.16,1016.03,21.28,82.78,6466.75,10.23
2024-01-15,16:30:00,2024-01-15 16:30:00,0.88,1016.04,21.19,83.5,6244.75,9.94
2024-01-15,16:40:00,2024-01-15 16:40:00,0.88,1016.05,21.01,83.93,4931.58,6.27
2024-01-15,16:50:00,2024-01-15 16:50:00,0.64,1016.17,20.79,85.2,2942.42,2.57
2024-01-15,17:00:00,2024-01-15 17:00:00,0.58,1016.29,20.56,87.14,1118.08,0.42
2024-01-16,07:00:00,2024-01-16 07:00:00,0.0,1018.82,15.9,100.0,802.25,0.25
2024-01-16,07:10:00,2024-01-16 07:10:00,0.0,1018.74,15.94,100.0,1578.33,0.76
2024-01-16,07:20:00,2024-01-16 07:20:00,0.08,1018.86,16.14,100.0,2078.84,1.15
2024-01-16,07:30:00,2024-01-16 07:30:00,0.02,1018.92,16.21,100.0,2609.83,1.6
2024-01-16,07:40:00,2024-01-16 07:40:00,0.0,1018.99,16.32,100.0,2925.83,2.15
2024-01-16,07:50:00,2024-01-16 07:50:00,0.0,1019.06,16.46,100.0,3583.67,3.44
2024-01-16,08:00:00,2024-01-16 08:00:00,0.0,1019.25,16.65,100.0,4212.5,4.48
2024-01-16,08:10:00,2024-01-16 08:10:00,0.0,1019.34,16.85,100.0,6757.42,10.55
2024-01-16,08:20:00,2024-01-16 08:20:00,0.0,1019.5,17.23,100.0,9059.5,17.72
2024-01-16,08:30:00,2024-01-16 08:30:00,0.07,1019.66,17.6,100.0,8891.5,17.6
2024-01-16,08:40:00,2024-01-16 08:40:00,0.1,1019.82,17.8,100.0,7816.25,14.22
2024-01-16,08:50:00,2024-01-16 08:50:00,0.08,1019.89,17.95,100.0,10963.0,26.31
2024-01-16,09:00:00,2024-01-16 09:00:00,0.03,1019.96,18.36,100.0,11652.83,29.56
2024-01-16,09:10:00,2024-01-16 09:10:00,0.0,1020.0,18.83,100.0,10853.17,25.79
2024-01-16,09:20:00,2024-01-16 09:20:00,0.0,1019.95,19.31,100.0,11452.75,29.83
2024-01-16,09:30:00,2024-01-16 09:30:00,0.0,1019.95,19.6,100.0,13167.25,40.22
2024-01-16,09:40:00,2024-01-16 09:40:00,0.02,1019.9,20.35,100.0,23192.25,114.83
2024-01-16,09:50:00,2024-01-16 09:50:00,0.0,1019.84,21.91,100.0,27348.92,158.69
2024-01-16,10:00:00,2024-01-16 10:00:00,0.04,1019.78,23.35,100.0,28972.75,180.18
2024-01-16,10:10:00,2024-01-16 10:10:00,0.18,1019.64,23.78,95.5,29488.5,186.28
2024-01-16,10:20:00,2024-01-16 10:20:00,0.2,1019.56,23.71,91.21,35805.58,270.04
2024-01-16,10:30:00,2024-01-16 10:30:00,0.02,1019.45,24.65,84.28,32540.92,222.8
2024-01-16,10:40:00,2024-01-16 10:40:00,0.5,1019.3,24.55,76.72,26188.08,141.65
2024-01-16,10:50:00,2024-01-16 10:50:00,0.41,1019.2,23.76,77.13,30228.67,184.02
2024-01-16,11:00:00,2024-01-16 11:00:00,1.14,1019.1,23.72,72.47,27924.08,159.55
2024-01-16,11:10:00,2024-01-16 11:10:00,0.97,1019.06,22.76,73.84,19764.08,82.33
2024-01-16,11:20:00,2024-01-16 11:20:00,0.32,1018.97,22.44,76.93,17746.5,66.13
2024-01-16,11:30:00,2024-01-16 11:30:00,1.36,1018.89,22.09,76.61,19899.08,83.18
2024-01-16,11:40:00,2024-01-16 11:40:00,0.65,1018.67,22.24,75.84,22591.58,105.86
2024-01-16,11:50:00,2024-01-16 11:50:00,1.0,1018.5,22.81,72.31,24256.17,121.68
2024-01-16,12:00:00,2024-01-16 12:00:00,1.74,1018.37,23.14,71.05,25720.67,135.72
2024-01-16,12:10:00,2024-01-16 12:10:00,1.03,1018.17,23.08,71.42,28027.25,162.96
2024-01-16,12:20:00,2024-01-16 12:20:00,1.37,1018.0,23.54,69.8,26146.42,143.42
2024-01-16,12:30:00,2024-01-16 12:30:00,1.08,1017.88,22.89,71.24,19742.92,80.97
2024-01-16,12:40:00,2024-01-16 12:40:00,1.16,1017.77,22.43,73.02,17974.75,67.01
2024-01-16,12:50:00,2024-01-16 12:50:00,2.06,1017.69,21.81,75.79,17875.58,67.75
2024-01-16,13:00:00,2024-01-16 13:00:00,0.97,1017.57,21.45,78.64,18465.42,73.11
2024-01-16,13:10:00,2024-01-16 13:10:00,1.01,1017.43,21.77,76.65,17389.33,65.18
2024-01-16,13:20:00,2024-01-16 13:20:00,0.86,1017.34,22.1,76.17,18275.92,72.16
2024-01-16,13:30:00,2024-01-16 13:30:00,0.49,1017.3,21.93,76.83,16017.92,56.38
2024-01-16,13:40:00,2024-01-16 13:40:00,1.11,1017.28,21.69,76.48,14417.92,45.36
2024-01-16,13:50:00,2024-01-16 13:50:00,0.86,1017.25,21.37,78.01,14856.75,47.8
2024-01-16,14:00:00,2024-01-16 14:00:00,0.6,1017.24,21.5,78.3,15631.25,53.05
2024-01-16,14:10:00,2024-01-16 14:10:00,0.76,1017.14,21.77,76.81,17187.83,62.33
2024-01-16,14:20:00,2024-01-16 14:20:00,1.27,1017.14,21.83,76.13,17206.08,62.26
2024-01-16,14:30:00,2024-01-16 14:30:00,1.45,1017.12,21.34,77.63,15870.92,52.46
2024-01-16,14:40:00,2024-01-16 14:40:00,1.39,1017.09,20.97,79.52,12809.66,35.3
2024-01-16,14:50:00,2024-01-16 14:50:00,0.61,1017.14,20.74,81.26,10461.83,23.73
2024-01-16,15:00:00,2024-01-16 15:00:00,0.63,1017.18,20.72,81.49,8839.75,16.96
2024-01-16,15:10:00,2024-01-16 15:10:00,0.43,1017.22,20.57,81.89,9475.17,19.01
2024-01-16,15:20:00,2024-01-16 15:20:00,1.01,1017.28,20.51,82.97,8506.67,15.8
2024-01-16,15:30:00,2024-01-16 15:30:00,0.76,1017.37,20.02,84.85,6574.08,9.74
2024-01-16,15:40:00,2024-01-16 15:40:00,0.65,1017.38,19.65,87.26,5109.92,6.08
2024-01-16,15:50:00,2024-01-16 15:50:00,0.2,1017.39,19.42,88.92,4295.08,4.26
2024-01-16,16:00:00,2024-01-16 16:00:00,0.19,1017.33,19.36,89.62,4083.33,3.88
2024-01-16,16:10:00,2024-01-16 16:10:00,0.25,1017.4,19.28,89.92,3379.33,2.75
2024-01-16,16:20:00,2024-01-16 16:20:00,0.2,1017.53,19.08,91.44,3015.25,2.18
2024-01-16,16:30:00,2024-01-16 16:30:00,0.05,1017.62,18.8,94.76,2842.58,1.91
2024-01-16,16:40:00,2024-01-16 16:40:00,0.16,1017.64,18.59,97.42,2650.5,1.68
2024-01-16,16:50:00,2024-01-16 16:50:00,0.03,1017.64,18.33,99.69,2320.08,1.27
2024-01-16,17:00:00,2024-01-16 17:00:00,0.0,1017.7,18.1,100.0,1662.17,0.7
2024-01-17,07:00:00,2024-01-17 07:00:00,0.16,1017.51,15.89,100.0,1867.92,1.06
2024-01-17,07:10:00,2024-01-17 07:10:00,0.61,1017.55,16.13,100.0,4956.92,7.49
2024-01-17,07:20:00,2024-01-17 07:20:00,0.89,1017.66,16.53,100.0,7148.83,13.43
2024-01-17,07:30:00,2024-01-17 07:30:00,0.8,1017.74,16.91,100.0,7046.83,12.24
2024-01-17,07:40:00,2024-01-17 07:40:00,0.64,1017.69,17.22,100.0,7631.16,13.78
2024-01-17,07:50:00,2024-01-17 07:50:00,0.21,1017.69,17.5,100.0,8813.33,17.4
2024-01-17,08:00:00,2024-01-17 08:00:00,0.16,1017.75,17.8,100.0,9207.25,19.54
2024-01-17,08:10:00,2024-01-17 08:10:00,0.19,1017.84,18.24,100.0,12741.83,37.5
2024-01-17,08:20:00,2024-01-17 08:20:00,0.33,1017.79,18.92,100.0,15213.67,51.36
2024-01-17,08:30:00,2024-01-17 08:30:00,0.3,1017.81,19.42,100.0,15745.5,55.44
2024-01-17,08:40:00,2024-01-17 08:40:00,0.35,1017.84,19.92,100.0,18040.33,71.99
2024-01-17,08:50:00,2024-01-17 08:50:00,0.79,1017.87,20.42,100.0,20943.17,97.19
2024-01-17,09:00:00,2024-01-17 09:00:00,,,,,,
2024-01-17,09:10:00,2024-01-17 09:10:00,,,,,,
2024-01-17,09:20:00,2024-01-17 09:20:00,,,,,,
2024-01-17,09:30:00,2024-01-17 09:30:00,,,,,,
2024-01-17,09:40:00,2024-01-17 09:40:00,,,,,,
2024-01-17,09:50:00,2024-01-17 09:50:00,,,,,,
2024-01-17,10:00:00,2024-01-17 10:00:00,,,,,,
2024-01-17,10:10:00,2024-01-17 10:10:00,,,,,,
2024-01-17,10:20:00,2024-01-17 10:20:00,,,,,,
2024-01-17,10:30:00,2024-01-17 10:30:00,,,,,,
2024-01-17,10:40:00,2024-01-17 10:40:00,,,,,,
2024-01-17,10:50:00,2024-01-17 10:50:00,,,,,,
2024-01-17,11:00:00,2024-01-17 11:00:00,,,,,,
2024-01-17,11:10:00,2024-01-17 11:10:00,,,,,,
2024-01-17,11:20:00,2024-01-17 11:20:00,,,,,,
2024-01-17,11:30:00,2024-01-17 11:30:00,,,,,,
2024-01-17,11:40:00,2024-01-17 11:40:00,,,,,,
2024-01-17,11:50:00,2024-01-17 11:50:00,,,,,,
2024-01-17,12:00:00,2024-01-17 12:00:00,,,,,,
2024-01-17,12:10:00,2024-01-17 12:10:00,,,,,,
2024-01-17,12:20:00,2024-01-17 12:20:00,,,,,,
2024-01-17,12:30:00,2024-01-17 12:30:00,,,,,,
2024-01-17,12:40:00,2024-01-17 12:40:00,,,,,,
2024-01-17,12:50:00,2024-01-17 12:50:00,,,,,,
2024-01-17,13:00:00,2024-01-17 13:00:00,,,,,,
2024-01-17,13:10:00,2024-01-17 13:10:00,,,,,,
2024-01-17,13:20:00,2024-01-17 13:20:00,,,,,,
2024-01-17,13:30:00,2024-01-17 13:30:00,,,,,,
2024-01-17,13:40:00,2024-01-17 13:40:00,,,,,,
2024-01-17,13:50:00,2024-01-17 13:50:00,,,,,,
2024-01-17,14:00:00,2024-01-17 14:00:00,,,,,,
2024-01-17,14:10:00,2024-01-17 14:10:00,,,,,,
2024-01-17,14:20:00,2024-01-17 14:20:00,,,,,,
2024-01-17,14:30:00,2024-01-17 14:30:00,,,,,,
2024-01-17,14:40:00,2024-01-17 14:40:00,,,,,,
2024-01-17,14:50:00,2024-01-17 14:50:00,,,,,,
2024-01-17,15:00:00,2024-01-17 15:00:00,,,,,,
2024-01-17,15:10:00,2024-01-17 15:10:00,,,,,,
2024-01-17,15:20:00,2024-01-17 15:20:00,,,,,,
2024-01-17,15:30:00,2024-01-17 15:30:00,,,,,,
2024-01-17,15:40:00,2024-01-17 15:40:00,,,,,,
2024-01-17,15:50:00,2024-01-17 15:50:00,,,,,,
2024-01-17,16:00:00,2024-01-17 16:00:00,,,,,,
2024-01-17,16:10:00,2024-01-17 16:10:00,,,,,,
2024-01-17,16:20:00,2024-01-17 16:20:00,,,,,,
2024-01-17,16:30:00,2024-01-17 16:30:00,,,,,,
2024-01-17,16:40:00,2024-01-17 16:40:00,,,,,,
2024-01-17,16:50:00,2024-01-17 16:50:00,,,,,,
2024-01-17,17:00:00,2024-01-17 17:00:00,,,,,,
2024-01-18,07:00:00,2024-01-18 07:00:00,1.12,1013.41,14.11,100.0,3146.25,3.1
2024-01-18,07:10:00,2024-01-18 07:10:00,0.43,1013.56,14.36,100.0,4943.67,7.29
2024-01-18,07:20:00,2024-01-18 07:20:00,1.24,1013.55,14.65,100.0,6079.08,10.34
2024-01-18,07:30:00,2024-01-18 07:30:00,1.04,1013.61,14.93,100.0,7371.17,15.02
2024-01-18,07:40:00,2024-01-18 07:40:00,0.27,1013.75,15.29,100.0,16153.83,107.45
2024-01-18,07:50:00,2024-01-18 07:50:00,0.48,1013.84,17.26,100.0,29085.34,294.54
2024-01-18,08:00:00,2024-01-18 08:00:00,1.4,1013.91,19.7,96.89,22888.49,184.79
2024-01-18,08:10:00,2024-01-18 08:10:00,1.58,1013.9,19.25,91.42,22623.11,199.42
2024-01-18,08:20:00,2024-01-18 08:20:00,0.64,1014.0,19.9,88.66,47895.74,590.33
2024-01-18,08:30:00,2024-01-18 08:30:00,0.7,1013.95,24.12,71.32,57319.81,814.83
2024-01-18,08:40:00,2024-01-18 08:40:00,0.49,1014.01,26.26,60.1,56752.69,806.17
2024-01-18,08:50:00,2024-01-18 08:50:00,1.02,1014.02,28.04,52.22,78479.95,1264.58
2024-01-18,09:00:00,2024-01-18 09:00:00,0.01,1014.08,30.03,49.19,84495.35,1368.46
2024-01-18,09:10:00,2024-01-18 09:10:00,0.61,1014.09,32.45,41.67,89683.65,1459.29
2024-01-18,09:20:00,2024-01-18 09:20:00,0.96,1014.05,32.09,39.23,93870.91,1545.92
2024-01-18,09:30:00,2024-01-18 09:30:00,0.88,1013.91,32.28,38.97,98666.4,1604.36
2024-01-18,09:40:00,2024-01-18 09:40:00,1.33,1013.83,32.2,37.5,103853.8,1663.6
2024-01-18,09:50:00,2024-01-18 09:50:00,1.8,1013.68,31.61,39.9,107383.4,1702.85
2024-01-18,10:00:00,2024-01-18 10:00:00,1.27,1013.58,31.31,42.11,108657.74,1727.06
2024-01-18,10:10:00,2024-01-18 10:10:00,0.9,1013.24,32.43,39.17,109899.74,1726.61
2024-01-18,10:20:00,2024-01-18 10:20:00,0.66,1012.93,34.0,34.58,110294.16,1736.01
2024-01-18,10:30:00,2024-01-18 10:30:00,0.56,1012.76,34.63,33.86,108056.15,1737.77
2024-01-18,10:40:00,2024-01-18 10:40:00,0.79,1012.57,35.18,33.67,108845.16,1736.75
2024-01-18,10:50:00,2024-01-18 10:50:00,0.88,1012.45,35.55,33.17,109959.04,1741.83
2024-01-18,11:00:00,2024-01-18 11:00:00,0.43,1012.42,35.7,31.15,112251.49,1740.59
2024-01-18,11:10:00,2024-01-18 11:10:00,0.88,1012.23,36.05,29.34,114061.13,1752.37
2024-01-18,11:20:00,2024-01-18 11:20:00,0.69,1012.14,35.77,28.55,115119.12,1753.92
2024-01-18,11:30:00,2024-01-18 11:30:00,0.14,1011.9,36.67,28.63,114884.81,1706.5
2024-01-18,11:40:00,2024-01-18 11:40:00,0.01,1011.69,39.14,27.03,113928.7,1663.32
2024-01-18,11:50:00,2024-01-18 11:50:00,0.7,1011.45,40.79,22.84,112514.38,1677.84
2024-01-18,12:00:00,2024-01-18 12:00:00,0.04,1011.29,39.92,24.35,110597.11,1676.61
2024-01-18,12:10:00,2024-01-18 12:10:00,0.2,1010.99,40.53,24.65,109746.47,1780.97
2024-01-18,12:20:00,2024-01-18 12:20:00,0.11,1010.9,39.26,26.14,106713.21,1733.12
2024-01-18,12:30:00,2024-01-18 12:30:00,0.31,1010.72,39.32,25.87,104587.82,1751.44
2024-01-18,12:40:00,2024-01-18 12:40:00,0.21,1010.49,39.33,26.21,104032.59,1710.76
2024-01-18,12:50:00,2024-01-18 12:50:00,0.29,1010.28,39.55,25.38,101874.54,1717.95
2024-01-18,13:00:00,2024-01-18 13:00:00,0.6,1010.2,38.19,25.39,100033.82,1748.81
2024-01-18,13:10:00,2024-01-18 13:10:00,0.31,1010.09,36.84,27.0,95635.44,1663.62
2024-01-18,13:20:00,2024-01-18 13:20:00,0.46,1010.05,36.94,26.45,87585.8,1489.6
2024-01-18,13:30:00,2024-01-18 13:30:00,0.35,1009.92,36.32,27.38,92313.38,1591.46
2024-01-18,13:40:00,2024-01-18 13:40:00,0.49,1009.74,36.37,27.15,89736.66,1532.31
2024-01-18,13:50:00,2024-01-18 13:50:00,0.35,1009.57,36.32,27.23,87194.98,1482.44
2024-01-18,14:00:00,2024-01-18 14:00:00,0.2,1009.58,36.78,27.37,81503.92,1420.54
2024-01-18,14:10:00,2024-01-18 14:10:00,0.28,1009.51,37.12,27.18,73917.15,1331.93
2024-01-18,14:20:00,2024-01-18 14:20:00,0.11,1009.45,37.25,26.84,69590.45,1233.15
2024-01-18,14:30:00,2024-01-18 14:30:00,0.32,1009.37,37.11,26.6,64916.6,1134.52
2024-01-18,14:40:00,2024-01-18 14:40:00,0.35,1009.38,36.57,27.48,61420.06,1026.95
2024-01-18,14:50:00,2024-01-18 14:50:00,0.13,1009.34,36.13,28.51,57574.03,907.31
2024-01-18,15:00:00,2024-01-18 15:00:00,0.55,1009.32,35.85,28.0,52823.45,786.54
2024-01-18,15:10:00,2024-01-18 15:10:00,0.35,1009.34,34.78,29.93,47148.02,669.61
2024-01-18,15:20:00,2024-01-18 15:20:00,0.31,1009.46,34.45,31.25,42861.76,560.26
2024-01-18,15:30:00,2024-01-18 15:30:00,0.45,1009.58,33.58,33.07,39631.39,462.61
2024-01-18,15:40:00,2024-01-18 15:40:00,0.31,1009.68,33.14,35.15,36781.0,371.77
2024-01-18,15:50:00,2024-01-18 15:50:00,0.07,1009.67,32.59,36.29,33319.33,288.39
2024-01-18,16:00:00,2024-01-18 16:00:00,0.08,1009.67,32.31,37.48,29225.5,216.11
2024-01-18,16:10:00,2024-01-18 16:10:00,0.12,1009.75,31.75,37.73,25729.0,163.66
2024-01-18,16:20:00,2024-01-18 16:20:00,0.03,1009.77,31.19,40.53,22916.58,126.33
2024-01-18,16:30:00,2024-01-18 16:30:00,0.13,1009.73,30.58,43.36,10494.08,33.33
2024-01-18,16:40:00,2024-01-18 16:40:00,0.0,1009.79,27.9,50.92,6144.0,8.26
2024-01-18,16:50:00,2024-01-18 16:50:00,0.01,1009.9,26.24,57.1,4007.0,4.18
2024-01-18,17:00:00,2024-01-18 17:00:00,0.0,1010.03,25.2,60.83,2304.67,1.42
2024-01-19,07:00:00,2024-01-19 07:00:00,0.43,1012.13,16.98,100.0,2601.25,1.89
2024-01-19,07:10:00,2024-01-19 07:10:00,0.65,1012.3,17.28,100.0,3936.42,4.03
2024-01-19,07:20:00,2024-01-19 07:20:00,0.4,1012.35,17.59,100.0,5658.42,8.08
2024-01-19,07:30:00,2024-01-19 07:30:00,0.33,1012.36,18.11,100.0,8432.34,18.33
2024-01-19,07:40:00,2024-01-19 07:40:00,0.44,1012.41,19.01,100.0,11777.08,35.65
2024-01-19,07:50:00,2024-01-19 07:50:00,0.59,1012.51,20.0,100.0,17638.33,80.53
2024-01-19,08:00:00,2024-01-19 08:00:00,0.19,1012.52,21.25,95.53,16779.17,68.49
2024-01-19,08:10:00,2024-01-19 08:10:00,0.05,1012.6,22.46,89.34,29435.32,255.43
2024-01-19,08:20:00,2024-01-19 08:20:00,0.38,1012.63,25.15,73.5,25185.92,148.91
2024-01-19,08:30:00,2024-01-19 08:30:00,0.41,1012.68,24.96,69.4,22480.0,111.81
2024-01-19,08:40:00,2024-01-19 08:40:00,0.28,1012.68,24.4,71.1,23117.58,117.6
2024-01-19,08:50:00,2024-01-19 08:50:00,0.68,1012.74,24.71,68.93,28525.25,181.47
2024-01-19,09:00:00,2024-01-19 09:00:00,,,,,,
2024-01-19,09:10:00,2024-01-19 09:10:00,,,,,,
2024-01-19,09:20:00,2024-01-19 09:20:00,,,,,,
2024-01-19,09:30:00,2024-01-19 09:30:00,,,,,,
2024-01-19,09:40:00,2024-01-19 09:40:00,,,,,,
2024-01-19,09:50:00,2024-01-19 09:50:00,,,,,,
2024-01-19,10:00:00,2024-01-19 10:00:00,,,,,,
2024-01-19,10:10:00,2024-01-19 10:10:00,,,,,,
2024-01-19,10:20:00,2024-01-19 10:20:00,,,,,,
2024-01-19,10:30:00,2024-01-19 10:30:00,,,,,,
2024-01-19,10:40:00,2024-01-19 10:40:00,,,,,,
2024-01-19,10:50:00,2024-01-19 10:50:00,,,,,,
2024-01-19,11:00:00,2024-01-19 11:00:00,,,,,,
2024-01-19,11:10:00,2024-01-19 11:10:00,,,,,,
2024-01-19,11:20:00,2024-01-19 11:20:00,,,,,,
2024-01-19,11:30:00,2024-01-19 11:30:00,,,,,,
2024-01-19,11:40:00,2024-01-19 11:40:00,,,,,,
2024-01-19,11:50:00,2024-01-19 11:50:00,,,,,,
2024-01-19,12:00:00,2024-01-19 12:00:00,,,,,,
2024-01-19,12:10:00,2024-01-19 12:10:00,,,,,,
2024-01-19,12:20:00,2024-01-19 12:20:00,,,,,,
2024-01-19,12:30:00,2024-01-19 12:30:00,,,,,,
2024-01-19,12:40:00,2024-01-19 12:40:00,,,,,,
